,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
48143,1,0,3.3,4,89,78,5228,2285,200.0,3,29
48144,1,0,3.4,10,85,78,5228,2076,250.0,3,29
48145,1,0,,0,89,38,5228,1153,200.0,3,29
48146,1,0,4.0,121,9,78,5112,2263,900.0,3,29
48147,1,0,4.2,221,89,78,2937,197,500.0,3,29
48148,1,0,3.4,6,56,0,5228,263,500.0,3,29
48149,1,0,3.8,63,89,78,3188,1834,200.0,3,29
48150,1,0,3.6,23,89,78,5228,818,250.0,3,29
48151,1,0,3.8,29,9,78,5228,1717,300.0,3,29
48152,1,1,4.1,345,9,27,2170,152,600.0,3,29
48153,1,0,3.6,43,89,39,641,977,500.0,3,29
48154,1,0,3.7,24,26,78,5228,1285,200.0,3,29
48155,1,0,3.2,232,89,78,3068,2136,400.0,3,29
48156,1,0,3.5,16,89,39,5228,1113,600.0,3,29
48157,1,1,4.2,1113,89,77,180,517,1.6,3,29
48158,1,0,2.9,30,89,78,5228,2091,500.0,3,29
48159,1,0,3.3,5,89,78,5228,1761,400.0,3,29
48160,1,0,3.7,24,26,0,5228,263,600.0,3,29
48161,1,0,2.9,55,89,40,5228,1449,250.0,3,29
48162,1,0,3.6,57,26,19,634,606,1.0,3,29
48163,1,0,3.9,147,89,53,5228,868,600.0,3,29
48164,1,0,,0,89,6,5228,273,200.0,3,29
48165,1,0,,0,62,78,5228,1215,300.0,3,29
48166,1,0,4.0,50,9,40,5228,1153,250.0,3,29
48167,1,0,3.5,11,89,14,5228,356,300.0,3,29
48168,1,0,3.8,201,89,27,3192,96,550.0,3,29
48169,1,0,3.6,16,89,40,5228,1153,300.0,3,29
48170,1,0,4.5,156,9,78,4264,2285,250.0,3,29
48171,1,0,,0,89,38,5228,1153,200.0,3,29
48172,1,0,3.5,50,89,39,2642,2381,600.0,3,29
48173,1,0,3.3,13,9,40,5228,1449,250.0,3,29
48174,1,0,2.8,89,89,53,2938,868,500.0,3,29
48175,1,0,,0,89,14,5228,330,150.0,3,29
48176,1,0,3.3,6,9,40,5228,1443,200.0,3,29
48177,1,0,3.2,4,89,78,5228,1761,300.0,3,29
48178,0,0,3.6,38,9,78,5228,2381,300.0,3,29
48179,1,0,3.8,45,89,27,5228,2080,750.0,3,29
48180,1,0,3.2,10,89,0,5228,263,450.0,3,29
48181,1,0,4.3,590,89,19,722,727,550.0,3,29
48182,1,0,3.4,17,89,39,5228,2591,200.0,3,29
48183,1,0,3.5,108,9,53,260,96,500.0,3,29
48184,1,0,3.3,7,89,78,5228,1761,400.0,3,29
48185,1,0,3.6,32,89,0,5228,1155,400.0,3,29
48186,1,0,,0,56,78,5228,2596,300.0,3,29
48187,1,1,4.1,673,89,73,1594,1370,1.4,3,29
48188,1,0,4.0,143,89,27,322,2026,800.0,3,29
48189,1,0,3.3,4,89,53,5228,792,300.0,3,29
48190,1,0,,0,89,39,5228,1976,300.0,3,29
48191,1,0,,0,89,78,5228,92,250.0,3,29
48192,1,0,3.5,13,56,78,5228,330,150.0,3,29
48193,1,1,3.6,112,89,78,4915,1761,300.0,3,29
48194,1,0,,0,89,27,5228,792,800.0,3,29
48195,1,0,3.1,186,89,46,5145,1165,600.0,3,29
48196,1,0,,0,89,0,5228,263,600.0,3,29
48197,1,0,3.4,7,89,27,5228,1834,600.0,3,29
48198,1,1,4.1,1218,89,73,1430,187,1.2,3,29
48199,1,0,,0,89,78,5228,1834,350.0,3,29
48200,1,0,,0,89,14,5228,1529,100.0,3,29
48201,1,0,3.7,92,89,78,3354,409,400.0,3,29
48202,1,0,,0,89,0,5228,263,400.0,3,29
48203,1,0,2.6,60,89,53,855,2211,600.0,3,29
48204,1,0,3.4,252,9,78,2114,318,400.0,3,29
48205,1,0,3.2,6,89,39,5228,2632,400.0,3,29
48206,0,0,3.3,82,89,53,2185,2236,500.0,3,29
48207,1,1,3.3,273,9,76,220,1098,1.5,3,29
48208,1,0,3.8,28,89,78,5228,1325,700.0,3,29
48209,1,0,3.1,425,89,39,3363,2012,500.0,3,29
48210,1,0,,0,89,39,5228,54,400.0,3,29
48211,1,0,3.5,11,89,0,5228,254,400.0,3,29
48212,1,0,,0,9,78,5228,1344,200.0,3,29
48213,1,0,3.3,6,89,88,5228,1699,500.0,3,29
48214,1,0,3.7,72,89,78,2610,1761,450.0,3,29
48215,1,0,3.0,56,89,90,5228,1694,200.0,3,29
48216,1,0,3.9,145,89,40,1650,1178,800.0,3,29
48217,1,0,4.0,39,89,0,1774,273,150.0,3,29
48218,1,0,,0,89,39,5228,1761,400.0,3,29
48219,1,0,,0,9,40,5228,1179,350.0,3,29
48220,1,0,2.7,24,89,57,5228,2086,700.0,3,29
48221,1,1,3.9,578,89,61,3616,1023,1.0,3,29
48222,0,0,3.1,149,9,27,4919,76,600.0,3,29
48223,0,0,2.7,165,89,78,1127,1834,300.0,3,29
48224,1,0,3.1,134,89,27,2713,792,650.0,3,29
48225,1,0,,0,89,78,5228,92,250.0,3,29
48226,1,0,3.6,20,89,78,5228,1761,400.0,3,29
48227,1,0,3.3,8,89,17,5228,343,500.0,3,29
48228,0,0,,0,89,14,5228,1529,150.0,3,29
48229,1,0,3.4,89,89,78,3454,1761,300.0,3,29
48230,1,0,3.6,43,89,78,1375,1761,200.0,3,29
48231,0,0,3.3,12,89,59,5228,550,400.0,3,29
48232,1,0,3.5,31,89,27,796,1761,500.0,3,29
48233,0,0,3.9,141,89,27,2531,2474,700.0,3,29
48234,0,0,3.4,67,89,78,5228,1568,450.0,3,29
48235,1,0,3.7,88,89,78,3475,1834,300.0,3,29
48236,1,0,4.0,46,9,78,5132,1271,450.0,3,29
48237,1,0,3.8,20,89,53,5228,971,700.0,3,29
48238,0,0,3.8,44,9,78,5228,343,150.0,3,29
48239,1,0,3.2,21,89,92,5228,1951,400.0,3,29
48240,0,1,4.0,292,89,27,1222,990,1.5,3,29
48241,0,0,,0,89,92,5228,1951,250.0,3,29
48242,1,0,3.2,9,89,78,5228,505,300.0,3,29
48243,1,0,2.8,63,89,92,5228,2035,600.0,3,29
48244,0,0,,0,17,39,5228,161,,3,29
48245,1,0,2.8,32,89,78,63,2486,400.0,3,29
48246,1,0,2.7,35,9,78,3475,1761,150.0,3,29
48247,1,0,3.0,52,89,78,5228,77,400.0,3,29
48248,1,0,3.6,84,34,78,377,1963,300.0,3,29
48249,0,0,3.6,171,89,27,3644,1102,800.0,3,29
48250,1,0,3.4,8,89,0,5228,1155,450.0,3,29
48251,1,0,4.2,938,89,27,2851,1640,700.0,3,29
48252,1,0,,0,89,93,5228,1870,900.0,3,29
48253,1,0,3.4,23,89,78,5228,2158,350.0,3,29
48254,1,0,,0,89,92,5228,1153,500.0,3,29
48255,1,0,4.1,142,89,19,4490,557,700.0,3,29
48256,1,0,3.0,38,89,19,5228,620,700.0,3,29
48257,1,0,4.0,210,89,27,3190,956,900.0,3,29
48258,1,0,3.6,23,89,78,5228,1761,450.0,3,29
48259,1,0,3.7,66,89,78,3475,1761,200.0,3,29
48260,1,0,3.6,19,89,40,5228,1442,400.0,3,29
48261,1,0,3.9,119,89,78,3085,911,350.0,3,29
48262,1,1,3.9,902,89,27,1827,2275,900.0,3,29
48263,0,0,3.7,18,89,19,5228,609,250.0,3,29
48264,0,1,3.9,104,89,27,4398,1761,1.2,3,29
48265,1,0,3.8,136,89,27,5228,56,700.0,3,29
48266,1,0,3.7,51,89,27,5228,1925,500.0,3,29
48267,1,0,3.5,13,34,27,5228,2474,500.0,3,29
48268,1,0,3.3,379,9,27,1138,888,750.0,3,29
48269,1,0,3.7,38,89,78,5228,2211,300.0,3,29
48270,1,0,4.0,112,89,27,259,63,700.0,3,29
48271,1,0,3.6,378,89,27,1025,470,700.0,3,29
48272,1,0,3.4,374,89,27,4940,1857,500.0,3,29
48273,1,0,3.1,127,89,27,5228,887,550.0,3,29
48274,0,0,4.0,92,89,40,3432,1449,200.0,3,29
48275,0,0,3.7,115,89,27,386,1834,600.0,3,29
48276,1,0,3.0,12,89,91,5228,868,450.0,3,29
48277,1,0,3.9,41,89,27,4425,211,2.0,3,29
48278,1,0,3.7,215,89,53,4171,1761,700.0,3,29
48279,1,0,3.9,393,89,27,3759,480,800.0,3,29
48280,1,0,3.6,114,89,39,1074,91,200.0,3,29
48281,0,0,3.7,118,89,78,2571,2211,300.0,3,29
48282,1,0,3.2,8,89,59,5228,1215,400.0,3,29
48283,1,0,3.7,26,34,78,5228,2393,350.0,3,29
48284,1,1,3.8,128,89,10,179,2000,1.2,3,29
48285,1,0,3.6,17,89,39,5228,1786,450.0,3,29
48286,0,0,3.7,29,89,88,5228,1686,250.0,3,29
48287,1,0,3.6,205,89,78,799,880,400.0,3,29
48288,0,0,3.0,241,89,78,4935,2152,500.0,3,29
48289,1,1,4.1,982,89,27,2103,326,750.0,3,29
48290,1,0,3.3,8,56,78,5228,1306,500.0,3,29
48291,1,0,3.2,4,89,78,5228,75,500.0,3,29
48292,1,0,3.5,6,89,92,5228,1225,400.0,3,29
48293,1,0,3.4,5,89,27,5228,1204,1.5,3,29
48294,1,1,4.2,584,89,27,2475,2070,1.0,3,29
48295,1,0,4.0,277,89,27,3051,1430,800.0,3,29
48296,0,0,3.6,27,9,27,5228,1668,500.0,3,29
48297,1,0,,0,89,93,5228,479,400.0,3,29
48298,1,0,2.8,84,89,78,5228,1834,300.0,3,29
48299,1,1,4.1,1755,89,27,822,1525,1.4,3,29
48300,1,0,3.4,6,89,92,5228,393,500.0,3,29
48301,0,0,3.1,76,89,78,4252,1324,300.0,3,29
48302,1,0,3.7,12,85,92,5228,2381,300.0,3,29
48303,1,0,4.2,120,9,27,1943,2392,800.0,3,29
48304,0,0,,0,34,78,5228,1256,200.0,3,29
48305,1,0,3.5,395,89,27,4075,470,800.0,3,29
48306,0,0,,0,89,65,5228,2470,500.0,3,29
48307,0,0,4.2,3021,89,27,3527,1761,800.0,3,29
48308,0,0,3.5,46,89,78,1128,2091,350.0,3,29
48309,1,0,2.9,84,26,27,753,1761,500.0,3,29
48310,1,0,3.5,11,89,34,5228,2052,300.0,3,29
48311,1,0,3.7,31,89,78,5228,2381,250.0,3,29
48312,0,0,4.0,38,89,92,4200,1311,350.0,3,29
48313,1,0,,0,89,27,5228,1857,500.0,3,29
48314,1,0,3.2,4,89,78,5228,388,300.0,3,29
48315,0,0,3.4,4,85,59,5228,359,300.0,3,29
48316,1,0,3.1,8,89,27,5228,96,550.0,3,29
48317,1,0,3.4,6,89,78,5228,1834,300.0,3,29
48318,1,0,3.1,114,89,78,4310,2091,400.0,3,29
48319,1,0,3.5,38,89,92,5228,1857,400.0,3,29
48320,1,0,3.5,26,89,78,5228,2034,300.0,3,29
48321,1,0,3.1,18,89,39,5228,1761,300.0,3,29
48322,0,0,3.9,23,89,78,5228,698,200.0,3,29
48323,0,0,3.9,122,89,57,4149,1682,400.0,3,29
48324,1,0,3.9,176,89,78,4172,1761,350.0,3,29
48325,1,0,4.2,523,89,27,3020,1565,1.0,3,29
48326,0,1,4.0,1070,89,27,1770,868,1.4,3,29
48327,1,0,3.9,236,9,27,3329,2153,750.0,3,29
48328,1,0,3.3,7,26,18,5228,2381,300.0,3,29
48329,1,0,3.3,10,89,78,5228,1834,300.0,3,29
48330,1,0,,0,89,92,5228,1861,700.0,3,29
48331,1,0,3.7,30,89,27,5228,2478,500.0,3,29
48332,1,0,3.5,16,89,78,5228,464,500.0,3,29
48333,1,1,3.7,837,89,29,4331,1551,1.1,3,29
48334,0,0,3.5,11,89,27,5228,1872,800.0,3,29
48335,1,0,4.2,2283,9,27,2592,1761,800.0,3,29
48336,1,0,3.1,4,89,92,5228,92,250.0,3,29
48337,0,0,3.6,14,89,27,5228,465,450.0,3,29
48338,1,0,3.0,19,89,27,5228,501,750.0,3,29
48339,0,0,,0,89,78,5228,1834,400.0,3,29
48340,1,0,3.7,55,89,78,5228,107,300.0,3,29
48341,0,0,3.9,299,89,46,3596,1153,600.0,3,29
48342,0,0,,0,89,39,5228,1834,300.0,3,29
48343,1,0,3.8,210,89,78,160,1578,350.0,3,29
48344,1,0,,0,85,39,5228,14,200.0,3,29
48345,1,0,3.2,31,89,78,5228,1761,350.0,3,29
48346,1,0,4.3,782,89,27,4696,933,1.1,3,29
48347,1,1,3.7,692,9,27,1195,935,750.0,3,29
48348,1,0,3.3,7,89,78,5228,1565,300.0,3,29
48349,1,1,4.1,869,89,29,2739,736,900.0,3,29
48350,0,0,3.6,26,89,78,5228,2265,500.0,3,29
48351,1,0,3.8,147,89,78,2606,2012,400.0,3,29
48352,1,0,3.6,17,89,78,5228,404,500.0,3,29
48353,0,0,,0,89,92,5228,1321,150.0,3,29
48354,1,0,3.8,282,89,27,3009,2080,700.0,3,29
48355,1,1,4.7,1562,89,27,2462,792,1.7,3,29
48356,0,0,3.1,10,89,92,5228,2236,500.0,3,29
48357,1,0,3.5,8,89,53,5228,119,500.0,3,29
48358,0,0,3.4,7,89,78,5228,2421,200.0,3,29
48359,0,0,3.3,9,89,27,5228,54,800.0,3,29
48360,1,0,3.8,27,89,78,5228,792,400.0,3,29
48361,0,0,3.3,4,89,78,5228,429,250.0,3,29
48362,1,0,3.4,7,89,78,5228,939,250.0,3,29
48363,1,0,3.8,62,89,39,1968,49,600.0,3,29
48364,0,1,2.9,268,89,27,34,1761,600.0,3,29
48365,1,0,2.9,25,89,78,5228,2012,400.0,3,29
48366,1,0,3.3,6,9,40,5228,1178,350.0,3,29
48367,1,0,,0,89,78,5228,2410,300.0,3,29
48368,1,1,4.1,0,89,27,4998,1802,1.2,3,29
48369,0,0,3.1,16,89,78,5228,1761,300.0,3,29
48370,0,0,3.0,32,89,27,5228,1101,1.0,3,29
48371,0,0,3.6,14,17,58,5228,1127,400.0,3,29
48372,1,0,,0,89,78,5228,1715,300.0,3,29
48373,1,0,4.0,21,89,23,5228,641,600.0,3,29
48374,0,1,3.5,185,89,27,4386,1990,800.0,3,29
48375,1,0,3.5,11,89,78,5228,2201,300.0,3,29
48376,0,0,2.9,21,89,78,5228,273,600.0,3,29
48377,1,0,3.6,196,89,78,1848,2091,350.0,3,29
48378,0,0,3.7,39,89,27,5228,2259,750.0,3,29
48379,0,0,4.1,18,89,53,5228,1215,400.0,3,29
48380,0,0,,0,89,93,5228,254,200.0,3,29
48381,0,0,,0,89,78,5228,2421,200.0,3,29
48382,0,0,,0,89,78,5228,1215,300.0,3,29
48383,1,0,4.0,485,89,27,4934,1436,1.0,3,29
48384,1,0,,0,34,92,5228,915,250.0,3,29
48385,1,0,3.6,94,9,78,3566,1834,300.0,3,29
48386,0,0,,0,89,78,5228,2474,250.0,3,29
48387,0,0,,0,89,78,5228,2012,400.0,3,29
48388,0,0,,0,89,78,5228,317,200.0,3,29
48389,0,0,,0,89,27,5228,2414,,3,29
48390,0,0,,0,89,57,5228,119,600.0,3,29
48391,0,0,,0,89,78,5228,2537,500.0,3,29
48392,0,0,,0,89,78,5228,1761,350.0,3,29
48393,0,0,,0,89,78,5228,1794,500.0,3,29
48394,0,0,,0,89,78,5228,848,250.0,3,29
48395,0,0,,0,89,39,5228,1761,,3,29
48396,0,0,,0,89,27,5228,1857,500.0,3,29
48397,0,0,,0,89,40,5228,1442,200.0,3,29
48398,0,0,,0,89,92,5228,1599,400.0,3,29
48399,0,0,,0,89,92,5228,2564,200.0,3,29
48400,0,0,3.6,59,89,27,5228,425,800.0,3,29
48401,1,0,3.5,35,9,27,5228,107,550.0,3,29
48402,0,0,3.6,21,89,27,5228,35,650.0,3,29
48403,0,0,3.3,6,89,92,5228,1761,300.0,3,29
48404,0,0,3.6,14,89,40,5228,1153,500.0,3,29
48405,0,0,2.6,76,89,27,2277,1761,,3,29
48406,0,0,2.5,131,89,78,4169,465,500.0,3,29
48407,1,0,3.3,9,89,78,5228,1761,300.0,3,29
48408,0,0,3.9,89,89,19,4455,637,700.0,3,29
48409,0,0,3.9,50,89,27,2067,302,500.0,3,29
48410,1,0,3.7,856,89,27,3359,65,650.0,3,29
48411,0,0,3.7,34,89,28,5228,1976,800.0,3,29
48412,0,0,,0,89,0,5228,280,600.0,3,29
48413,0,0,,0,89,78,5228,1834,200.0,3,29
48414,0,0,,0,89,39,5228,1802,500.0,3,29
48415,0,0,,0,89,92,5228,1377,300.0,3,29
48416,0,0,,0,89,0,5228,263,500.0,3,29
48417,0,0,,0,89,59,5228,2121,200.0,3,29
48418,0,0,,0,89,40,5228,1449,300.0,3,29
48419,0,0,,0,89,78,5228,2381,200.0,3,29
48420,0,0,,0,89,78,5228,1304,400.0,3,29
48421,0,0,,0,89,78,5228,2469,300.0,3,29
48422,0,0,,0,89,78,5228,1834,300.0,3,29
48423,0,0,,0,89,0,5228,254,250.0,3,29
48424,0,0,,0,89,17,5228,370,100.0,3,29
48425,0,0,,0,89,78,5228,1761,150.0,3,29
48426,0,0,,0,89,78,5228,535,500.0,3,29
48427,0,0,,0,89,78,5228,2381,150.0,3,29
48428,0,0,,0,89,78,5228,880,400.0,3,29
48429,0,0,,0,89,78,5228,2152,400.0,3,29
48430,0,0,,0,89,0,5228,263,500.0,3,29
48431,0,0,,0,17,39,5228,263,400.0,3,29
48432,0,0,,0,89,92,5228,254,600.0,3,29
48433,0,0,,0,89,39,5228,308,300.0,3,29
48434,0,0,,0,89,78,5228,1463,250.0,3,29
48435,0,0,,0,89,92,5228,263,1.0,3,29
48436,0,0,,0,89,92,5228,900,400.0,3,29
48437,0,0,,0,89,78,5228,1215,200.0,3,29
48438,0,0,,0,89,14,5228,359,150.0,3,29
48439,0,0,,0,89,78,5228,1790,250.0,3,29
48440,0,0,,0,89,92,5228,2469,250.0,3,29
48441,0,0,3.2,4,89,78,5228,2162,300.0,3,29
48442,0,0,3.1,71,89,27,2401,92,700.0,3,29
48443,0,0,3.5,20,89,27,5228,2179,550.0,3,29
48444,0,0,2.9,35,89,59,4284,839,300.0,3,29
48445,0,0,3.0,9,89,78,5228,1834,200.0,3,29
48446,0,0,3.5,9,89,27,5228,1093,1.0,3,29
48447,0,0,3.0,5,89,27,5228,1834,500.0,3,29
48448,0,0,3.3,10,89,59,5228,389,550.0,3,29
48449,1,0,3.9,386,89,78,5077,2121,300.0,3,29
48450,0,0,3.2,13,89,78,5228,56,350.0,3,29
48451,1,0,3.5,17,26,78,5228,1761,250.0,3,29
48452,1,0,3.5,11,9,78,5228,1976,400.0,3,29
48453,1,0,3.4,86,9,27,2369,1812,500.0,3,29
48454,0,0,3.6,19,89,53,5228,1061,800.0,3,29
48455,0,0,,0,89,78,5228,404,500.0,3,29
48456,0,0,3.2,6,89,78,5228,880,300.0,3,29
48457,0,0,3.2,4,89,27,5228,2381,,3,29
48458,0,0,2.9,18,89,78,5228,1834,450.0,3,29
48459,0,0,3.7,51,89,27,411,977,600.0,3,29
48460,0,0,3.3,5,89,19,5228,1339,400.0,3,29
48461,0,0,3.5,9,89,78,5228,1215,300.0,3,29
48462,0,0,3.3,4,89,78,5228,1761,300.0,3,29
48463,0,0,3.4,23,89,78,5228,441,350.0,3,29
48464,0,0,3.6,33,89,78,4914,1834,400.0,3,29
48465,0,0,3.3,4,89,92,5228,1761,500.0,3,29
48466,0,0,,0,89,78,5228,2421,250.0,3,29
48467,0,0,,0,89,92,5228,2165,350.0,3,29
48468,0,0,,0,89,92,5228,1390,300.0,3,29
48469,0,0,3.2,4,89,92,5228,484,600.0,3,29
48470,0,0,3.1,6,89,78,5228,1802,500.0,3,29
48471,0,0,3.6,28,89,78,5228,1951,400.0,3,29
48472,0,0,3.1,7,89,78,5228,2012,400.0,3,29
48473,0,0,3.4,10,89,78,5228,2149,400.0,3,29
48474,0,0,3.7,24,89,78,5228,2127,300.0,3,29
48475,0,0,,0,89,92,5228,158,300.0,3,29
48476,0,0,3.4,6,89,78,5228,1265,400.0,3,29
48477,0,0,3.4,7,89,27,5228,1761,600.0,3,29
48478,0,0,3.3,9,89,78,5228,792,400.0,3,29
48479,0,0,3.4,16,89,53,5228,2236,500.0,3,29
48480,0,0,3.4,32,89,39,2261,117,400.0,3,29
48481,0,0,,0,89,78,5228,792,300.0,3,29
48482,0,0,3.4,7,89,27,5228,2136,800.0,3,29
48483,0,0,3.1,5,89,39,5228,2050,400.0,3,29
48484,0,0,3.2,4,89,78,5228,302,200.0,3,29
48485,0,0,2.6,84,89,53,870,1761,400.0,3,29
48486,0,0,3.4,37,89,92,5228,1726,200.0,3,29
48487,0,0,3.2,167,89,27,352,1761,450.0,3,29
48488,0,0,4.0,165,89,92,4054,1857,450.0,3,29
48489,0,0,3.2,7,89,78,5228,1834,400.0,3,29
48490,1,1,4.2,271,89,27,5192,186,1.5,3,29
48491,0,1,3.0,83,89,27,4073,2381,1.2,3,29
48492,0,0,3.3,4,89,92,5228,263,600.0,3,29
48493,0,0,,0,89,78,5228,1834,250.0,3,29
48494,0,0,,0,89,39,5228,2554,300.0,3,29
48495,0,0,3.4,6,89,92,5228,1155,250.0,3,29
48496,0,0,3.1,8,89,78,5228,1939,250.0,3,29
48497,0,0,,0,89,93,5228,2136,500.0,3,29
48498,0,0,,0,89,40,5228,1449,400.0,3,29
48499,0,0,,0,89,40,5228,1442,120.0,3,29
48500,0,0,,0,89,78,5228,1834,400.0,3,29
48501,0,0,,0,89,78,5228,112,300.0,3,29
48502,0,0,3.5,10,89,39,5228,1153,750.0,3,29
48503,0,0,3.5,14,89,78,5228,1834,300.0,3,29
48504,0,0,,0,89,78,5228,72,300.0,3,29
48505,0,0,,0,89,39,5228,2537,200.0,3,29
48506,0,0,,0,89,78,5228,1338,200.0,3,29
48507,0,0,,0,89,92,5228,88,400.0,3,29
48508,0,0,,0,89,78,5228,1834,350.0,3,29
48509,0,0,,0,89,27,5228,2152,500.0,3,29
48510,0,0,,0,89,92,5228,2632,400.0,3,29
48511,0,0,,0,89,78,5228,1834,350.0,3,29
48512,0,0,,0,89,65,5228,2382,200.0,3,29
48513,0,0,,0,89,78,5228,2421,200.0,3,29
48514,0,0,,0,89,39,5228,53,500.0,3,29
48515,0,0,,0,89,39,5228,1761,500.0,3,29
48516,0,0,,0,89,39,5228,2152,200.0,3,29
48517,0,0,,0,89,78,5228,343,200.0,3,29
48518,0,0,3.4,8,89,88,5228,1699,200.0,3,29
48519,0,0,,0,89,39,5228,330,,3,29
48520,0,0,,0,89,78,5228,1761,500.0,3,29
48521,0,0,,0,89,78,5228,2404,200.0,3,29
48522,0,0,,0,89,92,5228,443,300.0,3,29
48523,0,0,3.3,10,89,78,5228,2431,400.0,3,29
48524,0,0,3.4,14,89,40,5228,1155,400.0,3,29
48525,0,0,3.1,11,89,39,5228,388,650.0,3,29
48526,0,0,3.1,6,89,78,5228,2421,300.0,3,29
48527,0,0,,0,89,27,5228,2449,600.0,3,29
48528,0,0,,0,89,78,5228,1834,300.0,3,29
48529,0,0,3.5,9,89,39,5228,318,400.0,3,29
48530,0,0,3.2,4,89,40,5228,1449,200.0,3,29
48531,0,0,,0,89,92,5228,324,300.0,3,29
48532,0,0,,0,89,92,5228,1153,300.0,3,29
48533,0,0,3.7,19,89,39,5228,1153,1.0,3,29
48534,0,0,,0,89,92,5228,1761,300.0,3,29
48535,0,0,,0,89,27,5228,95,550.0,3,29
48536,0,0,,0,89,78,5228,1761,400.0,3,29
48537,1,0,3.8,433,89,27,2585,436,800.0,3,29
48538,0,0,,0,89,78,5228,2152,750.0,3,29
48539,0,0,,0,89,78,5228,91,300.0,3,29
48540,0,0,,0,89,39,5228,1761,300.0,3,29
48541,0,0,,0,89,78,5228,2152,400.0,3,29
48542,0,0,,0,89,39,5228,1326,350.0,3,29
48543,0,0,,0,89,39,5228,1098,200.0,3,29
48544,0,0,,0,89,39,5228,317,150.0,3,29
48545,0,0,,0,89,39,5228,1761,150.0,3,29
48546,0,0,,0,89,92,5228,1761,250.0,3,29
48547,0,0,,0,89,39,5228,2136,250.0,3,29
48548,0,0,,0,89,65,5228,1565,200.0,3,29
48549,0,0,3.6,17,89,92,5228,1951,400.0,3,29
48550,0,0,3.4,5,89,78,5228,302,300.0,3,29
48551,0,0,3.7,19,89,78,5228,316,250.0,3,29
48552,1,0,3.7,95,89,78,3569,1969,400.0,3,29
48553,1,0,3.7,19,89,78,5228,1836,500.0,3,29
48554,0,0,3.6,14,89,39,5228,1761,300.0,3,29
48555,0,0,3.1,65,89,39,1177,1924,500.0,3,29
48556,0,0,3.6,13,89,39,5228,1857,500.0,3,29
48557,0,0,,0,89,39,5228,1636,200.0,3,29
48558,0,0,3.3,12,89,78,5228,1854,500.0,3,29
48559,0,0,,0,89,39,5228,465,400.0,3,29
48560,0,0,3.4,8,89,92,5228,1976,300.0,3,29
48561,1,0,3.4,5,9,78,5228,1834,700.0,3,29
48562,0,0,,0,89,78,5228,1761,400.0,3,29
48563,0,0,,0,89,39,5228,388,300.0,3,29
48564,0,0,,0,89,78,5228,1553,450.0,3,29
48565,0,0,,0,89,39,5228,2381,150.0,3,29
48566,0,0,,0,89,39,5228,1312,200.0,3,29
48567,0,0,,0,89,78,5228,75,450.0,3,29
48568,0,0,,0,89,78,5228,1761,400.0,3,29
48569,0,0,2.8,21,89,92,5228,487,500.0,3,29
48570,1,0,,0,89,78,5228,943,600.0,3,29
48571,0,1,3.5,54,89,27,421,1954,1.1,3,29
48572,1,0,2.8,68,89,78,1857,1761,500.0,3,29
48573,1,0,,0,89,14,5228,1529,200.0,3,29
48574,1,0,2.6,382,89,27,1158,1858,800.0,3,29
48575,1,0,,0,26,39,5228,1403,500.0,3,29
48576,0,0,3.4,11,89,78,5228,1761,400.0,3,29
48577,0,0,,0,89,39,5228,302,400.0,3,29
48578,0,0,3.7,21,89,78,5228,2381,200.0,3,29
48579,1,1,4.2,482,89,27,4103,2273,800.0,3,29
48580,1,0,3.1,113,89,78,1927,1867,600.0,3,29
48581,1,0,,0,89,92,5228,1802,500.0,3,29
48582,0,0,3.2,7,89,78,5228,1761,300.0,3,29
48583,0,0,3.6,39,89,78,919,2211,400.0,3,29
48584,1,0,3.2,217,9,27,1186,1733,600.0,3,29
48585,1,0,3.6,22,89,39,5228,1857,450.0,3,29
48586,0,0,,0,89,0,5228,263,500.0,3,29
48587,0,0,3.8,40,89,39,1782,1153,300.0,3,29
48588,1,0,3.2,8,89,93,5228,1761,600.0,3,29
48589,1,1,3.8,840,9,28,2637,1761,750.0,3,29
48590,1,0,3.8,63,89,27,765,2080,800.0,3,29
48591,0,0,,0,89,0,5228,263,500.0,3,29
48592,1,0,3.2,270,9,27,55,1576,500.0,3,29
48593,1,0,3.5,18,89,78,5228,63,300.0,3,29
48594,1,0,3.3,9,89,53,5228,2474,400.0,3,29
48595,1,0,3.8,515,89,27,1870,880,900.0,3,29
48596,0,0,3.5,21,89,27,5228,1572,600.0,3,29
48597,1,0,3.8,37,26,92,5228,2029,300.0,3,29
48598,1,0,3.6,197,89,27,3396,1837,700.0,3,29
48599,1,0,,0,89,78,5228,1467,300.0,3,29
48600,1,0,3.4,7,89,78,5228,1875,350.0,3,29
48601,0,0,,0,9,65,5228,103,300.0,3,29
48602,0,0,3.7,34,9,78,5228,1565,200.0,3,29
48603,0,0,,0,26,78,5228,1761,300.0,3,29
48604,0,0,3.6,31,34,78,5228,1834,400.0,3,29
48605,0,0,,0,9,78,5228,2381,200.0,3,29
48606,0,0,,0,9,92,5228,1761,500.0,3,29
48607,1,0,2.6,21,89,78,5228,1304,300.0,3,29
48608,1,0,3.7,25,9,78,5228,2381,400.0,3,29
48609,0,0,,0,89,78,5228,792,400.0,3,29
48610,0,0,,0,89,53,5228,1215,500.0,3,29
48611,0,0,,0,89,39,5228,1834,400.0,3,29
48612,1,0,,0,56,78,5228,1290,400.0,3,29
